Domain,W_Protocol,Status,Response Code
audioapi.nmv.naver.com,http://audioapi.nmv.naver.com,Success,403
at.game.naver.com,http://at.game.naver.com,Success,200
audiop.naver.com,http://audiop.naver.com,Connection Error,N/A
audioclip.naver.com,https://audioclip.naver.com,Success,200
auth.cbox.naver.com,http://auth.cbox.naver.com,Success,404
app.pay.naver.com,https://app.pay.naver.com,Success,200
auto.naver.com,https://auto.naver.com,Success,200
autodiscover.naver.com,http://autodiscover.naver.com,Connection Error,N/A
ava.game.naver.com,https://ava.game.naver.com,Success,200
api-gw.analytics.naver.com,http://api-gw.analytics.naver.com,Timeout,N/A
avatar.jr.naver.com,http://avatar.jr.naver.com,Success,200
b.g.naver.com,http://b.g.naver.com,Connection Error,N/A
b612-notification-api.snow.me.io.naver.com,http://b612-notification-api.snow.me.io.naver.com,Success,404
band-crisis.io.naver.com,http://band-crisis.io.naver.com,Success,503
band.naver.com,http://band.naver.com,Connection Error,N/A
aspmx1.naver.com,http://aspmx1.naver.com,Connection Error,N/A
bbs.security.naver.com,http://bbs.security.naver.com,Connection Error,N/A
aspmx2.naver.com,http://aspmx2.naver.com,Connection Error,N/A
assio10.nchat.naver.com,http://assio10.nchat.naver.com,Connection Error,N/A
assio11.nchat.naver.com,http://assio11.nchat.naver.com,Connection Error,N/A
b.dns2.naver.com,http://b.dns2.naver.com,Connection Error,N/A
api.dodol.naver.com,http://api.dodol.naver.com,Timeout,N/A
benefit.checkout.naver.com,http://benefit.checkout.naver.com,Connection Error,N/A
auth-clova.naver.com,http://auth-clova.naver.com,Connection Error,N/A
api.mileage.naver.com,http://api.mileage.naver.com,Timeout,N/A
beta-api.gdp.game.naver.com,http://beta-api.gdp.game.naver.com,Connection Error,N/A
beta-app-api.pay.naver.com,http://beta-app-api.pay.naver.com,Success,200
beta-bill.naver.com,http://beta-bill.naver.com,Connection Error,N/A
beta-checkout.naver.com,http://beta-checkout.naver.com,Connection Error,N/A
beta-external-app-api.pay.naver.com,http://beta-external-app-api.pay.naver.com,Success,200
beta-icarus.game.naver.com,http://beta-icarus.game.naver.com,Connection Error,N/A
beta-m.help.pay.naver.com,http://beta-m.help.pay.naver.com,Connection Error,N/A
beta-m.pay.naver.com,http://beta-m.pay.naver.com,Connection Error,N/A
beta-m.place.naver.com,http://beta-m.place.naver.com,Connection Error,N/A
beta-pay.naver.com,http://beta-pay.naver.com,Connection Error,N/A
beta-www.game.naver.com,http://beta-www.game.naver.com,Success,403
api.pubtrans.map.naver.com,http://api.pubtrans.map.naver.com,Timeout,N/A
aio.naver.com,http://aio.naver.com,Timeout,N/A
beta.contact.naver.com,http://beta.contact.naver.com,Connection Error,N/A
beta.help.admin.checkout.naver.com,http://beta.help.admin.checkout.naver.com,Connection Error,N/A
beta.help.admin.pay.naver.com,http://beta.help.admin.pay.naver.com,Connection Error,N/A
app.analytics.naver.com,http://app.analytics.naver.com,Timeout,N/A
beta.help.checkout.naver.com,http://beta.help.checkout.naver.com,Connection Error,N/A
beta.help.pay.naver.com,http://beta.help.pay.naver.com,Connection Error,N/A
beta.help.sell.storefarm.naver.com,http://beta.help.sell.storefarm.naver.com,Connection Error,N/A
beta.help.shopping.naver.com,http://beta.help.shopping.naver.com,Connection Error,N/A
beta.m.help.naver.com,http://beta.m.help.naver.com,Connection Error,N/A
beta.nid.naver.com,http://beta.nid.naver.com,Connection Error,N/A
beta.searchad.naver.com,http://beta.searchad.naver.com,Connection Error,N/A
beta.sell.storefarm.naver.com,http://beta.sell.storefarm.naver.com,Connection Error,N/A
bf.nexon.game.naver.com,http://bf.nexon.game.naver.com,Connection Error,N/A
bigfile.mail.naver.com,http://bigfile.mail.naver.com,Success,404
bigfile007.mail.naver.com,http://bigfile007.mail.naver.com,Success,404
bigfile008.mail.naver.com,http://bigfile008.mail.naver.com,Success,404
bigfile011.mail.naver.com,http://bigfile011.mail.naver.com,Success,404
bill.cf.game.naver.com,http://bill.cf.game.naver.com,Connection Error,N/A
bill.naver.com,http://bill.naver.com,Success,200
billcom.naver.com,http://billcom.naver.com,Connection Error,N/A
billg.naver.com,http://billg.naver.com,Connection Error,N/A
billing.checkout.naver.com,http://billing.checkout.naver.com,Connection Error,N/A
billing.happybean.naver.com,https://billing.happybean.naver.com,Success,404
billx.naver.com,http://billx.naver.com,Success,200
artdic.naver.com,http://artdic.naver.com,Timeout,N/A
biog.naver.com,http://biog.naver.com,Connection Error,N/A
biz-catcher.naver.com,http://biz-catcher.naver.com,Connection Error,N/A
arts.search.naver.com,http://arts.search.naver.com,Timeout,N/A
biztalk.naver.com,http://biztalk.naver.com,Connection Error,N/A
bizadvisor.naver.com,http://bizadvisor.naver.com,Success,200
bldg.naver.com,http://bldg.naver.com,Connection Error,N/A
blink.naver.com,http://blink.naver.com,Success,200
blog.rss.naver.com,http://blog.rss.naver.com,Success,200
blogattach.naver.com,http://blogattach.naver.com,Connection Error,N/A
biz.happybean.naver.com,https://biz.happybean.naver.com,Success,500
blog.naver.com,https://blog.naver.com,Success,200
bnc-papago.naver.com,http://bnc-papago.naver.com,Success,200
auth.linedict.naver.com,http://auth.linedict.naver.com,Timeout,N/A
booking-test-agency.io.naver.com,https://booking-test-agency.io.naver.com,Success,403
bookingapi.naver.com,http://bookingapi.naver.com,Connection Error,N/A
book.naver.com,https://book.naver.com,Success,418
bookmarkimgs.naver.com,http://bookmarkimgs.naver.com,Connection Error,N/A
bookmark.naver.com,https://bookmark.naver.com,Success,200
bookstore.naver.com,http://bookstore.naver.com,Connection Error,N/A
boom.naver.com,http://boom.naver.com,Success,200
booking.naver.com,https://booking.naver.com,Success,200
brandshop.happybean.naver.com,http://brandshop.happybean.naver.com,Connection Error,N/A
beta.mydata.ekyc.naver.com,http://beta.mydata.ekyc.naver.com,Connection Error,N/A
bboom.naver.com,http://bboom.naver.com,Timeout,N/A
bucky-api.band.us.io.naver.com,http://bucky-api.band.us.io.naver.com,Success,404
brand.naver.com,https://brand.naver.com,Success,200
bugbounty.whale.naver.com,http://bugbounty.whale.naver.com,Success,200
bridge-now.naver.com,https://bridge-now.naver.com,Success,200
bbs.ya9.naver.com,http://bbs.ya9.naver.com,Timeout,N/A
c.g.naver.com,http://c.g.naver.com,Connection Error,N/A
belli.naver.com,http://belli.naver.com,Timeout,N/A
bridge.mail.naver.com,https://bridge.mail.naver.com,Success,200
bugbounty.naver.com,https://bugbounty.naver.com,Success,200
cafe.rss.naver.com,http://cafe.rss.naver.com,Connection Error,N/A
builder.chatbot.naver.com,https://builder.chatbot.naver.com,Success,200
calendar.works.naver.com,http://calendar.works.naver.com,Connection Error,N/A
belly.naver.com,http://belly.naver.com,Timeout,N/A
campaign2-api.naver.com,http://campaign2-api.naver.com,Success,404
benefit.admin.checkout.naver.com,http://benefit.admin.checkout.naver.com,Timeout,N/A
caldav.calendar.naver.com,https://caldav.calendar.naver.com,Success,404
calendar.naver.com,https://calendar.naver.com,Success,200
campaign.naver.com,https://campaign.naver.com,Success,404
campaign2.naver.com,https://campaign2.naver.com,Success,403
cbox.naver.com,http://cbox.naver.com,Connection Error,N/A
cbt.m.naver.com,http://cbt.m.naver.com,Connection Error,N/A
card-admin.naver.com,https://card-admin.naver.com,Success,200
cecs.naver.com,http://cecs.naver.com,Connection Error,N/A
cafe.naver.com,https://cafe.naver.com,Success,200
cell1.office.works.naver.com,http://cell1.office.works.naver.com,Connection Error,N/A
cell2.office.works.naver.com,http://cell2.office.works.naver.com,Connection Error,N/A
card-search.naver.com,https://card-search.naver.com,Success,200
certificate.naver.com,http://certificate.naver.com,Connection Error,N/A
ch-member.soulworker.game.naver.com,http://ch-member.soulworker.game.naver.com,Connection Error,N/A
care.naver.com,https://care.naver.com,Success,200
cc.naver.com,https://cc.naver.com,Success,200
chatbot.naver.com,http://chatbot.naver.com,Success,403
certificate.nid.naver.com,https://certificate.nid.naver.com,Success,200
channel-plugin.naver.com,https://channel-plugin.naver.com,Success,200
chatbot.help.naver.com,https://chatbot.help.naver.com,Success,404
benefit.api.checkout.naver.com,http://benefit.api.checkout.naver.com,Timeout,N/A
chzzk.naver.com,https://chzzk.naver.com,Success,200
cloud-sentry.io.naver.com,https://cloud-sentry.io.naver.com,Success,404
cloud.naver.com,https://cloud.naver.com,Success,200
clovanote.naver.com.io.naver.com,http://clovanote.naver.com.io.naver.com,Connection Error,N/A
club-mstar.game.naver.com,http://club-mstar.game.naver.com,Success,406
cm-test1.naver.com,http://cm-test1.naver.com,Connection Error,N/A
cm-test2.naver.com,http://cm-test2.naver.com,Connection Error,N/A
cm-test3.naver.com,http://cm-test3.naver.com,Connection Error,N/A
cm-test4.naver.com,http://cm-test4.naver.com,Connection Error,N/A
cm-test5.naver.com,http://cm-test5.naver.com,Connection Error,N/A
cmailsend001.wmail.naver.com,http://cmailsend001.wmail.naver.com,Connection Error,N/A
cmailsend002.wmail.naver.com,http://cmailsend002.wmail.naver.com,Connection Error,N/A
cmailsend01.nm.naver.com,http://cmailsend01.nm.naver.com,Connection Error,N/A
cmailsend01.wmail.naver.com,http://cmailsend01.wmail.naver.com,Connection Error,N/A
cmailsend02.nm.naver.com,http://cmailsend02.nm.naver.com,Connection Error,N/A
cmailsend02.wmail.naver.com,http://cmailsend02.wmail.naver.com,Connection Error,N/A
cmailsend03.nm.naver.com,http://cmailsend03.nm.naver.com,Connection Error,N/A
cmailsend03.wmail.naver.com,http://cmailsend03.wmail.naver.com,Connection Error,N/A
clovadubbing.naver.com,https://clovadubbing.naver.com,Success,200
cmailsend04.nm.naver.com,http://cmailsend04.nm.naver.com,Connection Error,N/A
clova-x.naver.com,https://clova-x.naver.com,Success,200
cmailsend05.nm.naver.com,http://cmailsend05.nm.naver.com,Connection Error,N/A
cmailsend06.nm.naver.com,http://cmailsend06.nm.naver.com,Connection Error,N/A
cmailsend07.nm.naver.com,http://cmailsend07.nm.naver.com,Connection Error,N/A
cmailsend08.nm.naver.com,http://cmailsend08.nm.naver.com,Connection Error,N/A
cmailsend09.nm.naver.com,http://cmailsend09.nm.naver.com,Connection Error,N/A
cmailsend10.nm.naver.com,http://cmailsend10.nm.naver.com,Connection Error,N/A
cmailsend11.nm.naver.com,http://cmailsend11.nm.naver.com,Connection Error,N/A
cmailsend12.nm.naver.com,http://cmailsend12.nm.naver.com,Connection Error,N/A
cmailsend13.nm.naver.com,http://cmailsend13.nm.naver.com,Connection Error,N/A
cmailsend14.nm.naver.com,http://cmailsend14.nm.naver.com,Connection Error,N/A
cmailsend15.nm.naver.com,http://cmailsend15.nm.naver.com,Connection Error,N/A
cmailsend16.nm.naver.com,http://cmailsend16.nm.naver.com,Connection Error,N/A
cmailsend17.nm.naver.com,http://cmailsend17.nm.naver.com,Connection Error,N/A
cmailsend18.nm.naver.com,http://cmailsend18.nm.naver.com,Connection Error,N/A
cmailsend19.nm.naver.com,http://cmailsend19.nm.naver.com,Connection Error,N/A
cmailsend20.nm.naver.com,http://cmailsend20.nm.naver.com,Connection Error,N/A
cmailsend22.nm.naver.com,http://cmailsend22.nm.naver.com,Connection Error,N/A
cmailsend21.nm.naver.com,http://cmailsend21.nm.naver.com,Connection Error,N/A
cmailsend23.nm.naver.com,http://cmailsend23.nm.naver.com,Connection Error,N/A
cmailsendcharge01.wmail.naver.com,http://cmailsendcharge01.wmail.naver.com,Connection Error,N/A
cmailsendcharge03.wmail.naver.com,http://cmailsendcharge03.wmail.naver.com,Connection Error,N/A
cmailsendcharge02.wmail.naver.com,http://cmailsendcharge02.wmail.naver.com,Connection Error,N/A
cmailsendnw01.nm.naver.com,http://cmailsendnw01.nm.naver.com,Connection Error,N/A
cmailsendnw02.nm.naver.com,http://cmailsendnw02.nm.naver.com,Connection Error,N/A
cmailsendnw03.nm.naver.com,http://cmailsendnw03.nm.naver.com,Connection Error,N/A
cmpretest01.naver.com,http://cmpretest01.naver.com,Connection Error,N/A
cmailsendnw04.nm.naver.com,http://cmailsendnw04.nm.naver.com,Connection Error,N/A
cmdo.map.naver.com,http://cmdo.map.naver.com,Success,404
cn.naver.com,http://cn.naver.com,Success,200
cnsa.naver.com,http://cnsa.naver.com,Connection Error,N/A
cnsmtp00.nm.naver.com,http://cnsmtp00.nm.naver.com,Connection Error,N/A
cnsmtp001.nm.naver.com,http://cnsmtp001.nm.naver.com,Connection Error,N/A
cnsmtp002.nm.naver.com,http://cnsmtp002.nm.naver.com,Connection Error,N/A
cnsmtp003.nm.naver.com,http://cnsmtp003.nm.naver.com,Connection Error,N/A
cnsmtp004.nm.naver.com,http://cnsmtp004.nm.naver.com,Connection Error,N/A
cnsmtp005.nm.naver.com,http://cnsmtp005.nm.naver.com,Connection Error,N/A
benefit.sell.shop.naver.com,http://benefit.sell.shop.naver.com,Timeout,N/A
cnsmtp006.nm.naver.com,http://cnsmtp006.nm.naver.com,Connection Error,N/A
cologger.shopping.naver.com,http://cologger.shopping.naver.com,Success,404
comment.naver.com,http://comment.naver.com,Connection Error,N/A
commentbox.naver.com,http://commentbox.naver.com,Connection Error,N/A
closers.nexon.game.naver.com,https://closers.nexon.game.naver.com,Success,200
conf.searchad.naver.com,http://conf.searchad.naver.com,Connection Error,N/A
beta-api.game.naver.com,http://beta-api.game.naver.com,Timeout,N/A
contact.naver.com.io.naver.com,http://contact.naver.com.io.naver.com,Success,404
contact.works.naver.com,http://contact.works.naver.com,Success,200
checkout.naver.com,https://checkout.naver.com,Success,200
conversion.shopping.naver.com,http://conversion.shopping.naver.com,Connection Error,N/A
coupon.localmkt.naver.com,http://coupon.localmkt.naver.com,Connection Error,N/A
coupon.naver.com,http://coupon.naver.com,Connection Error,N/A
cndic.naver.com,https://cndic.naver.com,Success,200
cpc.naver.com,http://cpc.naver.com,Connection Error,N/A
comic.naver.com,https://comic.naver.com,Success,200
comm-api.game.naver.com,https://comm-api.game.naver.com,Success,404
cplsmtp01.wmail.naver.com,http://cplsmtp01.wmail.naver.com,Connection Error,N/A
cplsmtp02.wmail.naver.com,http://cplsmtp02.wmail.naver.com,Connection Error,N/A
cplsmtpcafe01.nm.naver.com,http://cplsmtpcafe01.nm.naver.com,Connection Error,N/A
common.patron.naver.com,https://common.patron.naver.com,Success,403
cplsmtpcafe02.nm.naver.com,http://cplsmtpcafe02.nm.naver.com,Connection Error,N/A
cplsmtpcafe04.nm.naver.com,http://cplsmtpcafe04.nm.naver.com,Connection Error,N/A
cplsmtpcafe05.nm.naver.com,http://cplsmtpcafe05.nm.naver.com,Connection Error,N/A
cplsmtpcafe06.nm.naver.com,http://cplsmtpcafe06.nm.naver.com,Connection Error,N/A
cplsmtpcafe08.nm.naver.com,http://cplsmtpcafe08.nm.naver.com,Connection Error,N/A
cplsmtpcafe09.nm.naver.com,http://cplsmtpcafe09.nm.naver.com,Connection Error,N/A
cplsmtpcafe10.nm.naver.com,http://cplsmtpcafe10.nm.naver.com,Connection Error,N/A
cplsmtpjp01.nm.naver.com,http://cplsmtpjp01.nm.naver.com,Connection Error,N/A
cplsmtpjp02.nm.naver.com,http://cplsmtpjp02.nm.naver.com,Connection Error,N/A
cpv.ad.naver.com,http://cpv.ad.naver.com,Connection Error,N/A
contents.premium.naver.com,https://contents.premium.naver.com,Success,200
crawl.110-93-146-10.web.naver.com,http://crawl.110-93-146-10.web.naver.com,Connection Error,N/A
crawl.110-93-146-11.web.naver.com,http://crawl.110-93-146-11.web.naver.com,Connection Error,N/A
crawl.110-93-146-12.web.naver.com,http://crawl.110-93-146-12.web.naver.com,Connection Error,N/A
crawl.110-93-146-13.web.naver.com,http://crawl.110-93-146-13.web.naver.com,Connection Error,N/A
crawl.110-93-146-14.web.naver.com,http://crawl.110-93-146-14.web.naver.com,Connection Error,N/A
crawl.110-93-146-15.web.naver.com,http://crawl.110-93-146-15.web.naver.com,Connection Error,N/A
crawl.110-93-146-16.web.naver.com,http://crawl.110-93-146-16.web.naver.com,Connection Error,N/A
crawl.110-93-146-17.web.naver.com,http://crawl.110-93-146-17.web.naver.com,Connection Error,N/A
crawl.110-93-146-18.web.naver.com,http://crawl.110-93-146-18.web.naver.com,Connection Error,N/A
contact.naver.com,https://contact.naver.com,Success,200
cr2.shopping.naver.com,https://cr2.shopping.naver.com,Success,200
cabf.naver.com,http://cabf.naver.com,Connection Error,N/A
apis.neoid.naver.com,http://apis.neoid.naver.com,Timeout,N/A
cash.nexon.game.naver.com,http://cash.nexon.game.naver.com,Connection Error,N/A
cplsmtp.nm.naver.com,http://cplsmtp.nm.naver.com,Connection Error,N/A
cplsmtpcafe.nm.naver.com,http://cplsmtpcafe.nm.naver.com,Connection Error,N/A
cplsmtpjp.nm.naver.com,http://cplsmtpjp.nm.naver.com,Connection Error,N/A
crawl.110-93-146-9.web.naver.com,http://crawl.110-93-146-9.web.naver.com,Connection Error,N/A
board.fd.naver.com,http://board.fd.naver.com,Timeout,N/A
crawl.110-93-146-33.web.naver.com,http://crawl.110-93-146-33.web.naver.com,Connection Error,N/A
